Time (sec),R1 W1 Avg,R1 W2 Avg,R1 R1,R2 W1 Avg,R2 W2 Avg,R2 R1,R3 W1 Avg,R3 W2 Avg,R3 R1,R4 W1 Avg,R4 W2 Avg,R4 R1,R5 W1 Avg,R5 W2 Avg,R5 R1,R6 W1 Avg,R6 W2 Avg,R6 R1,R7 W1 Avg,R7 W2 Avg,R7 R1,R8 W1 Avg,R8 W2 Avg,R8 R1,R9 W1 Avg,R9 W2 Avg,R9 R1,R10 W1 Avg,R10 W2 Avg,R10 R1,R11 W1 Avg,R11 W2 Avg,R11 R1,R12 W1 Avg,R12 W2 Avg,R12 R1,R13 W1 Avg,R13 W2 Avg,R13 R1,R14 W1 Avg,R14 W2 Avg,R14 R1,R15 W1 Avg,R15 W2 Avg,R15 R1,R16 W1 Avg,R16 W2 Avg,R16 R1,R16 R1,R17 W1 Avg,R17 W2 Avg,R17 R1,R18 W1 Avg,R18 W2 Avg,R18 R1,R19 W1 Avg,R19 W2 Avg,R19 R1,R20 W1 Avg,R20 W2 Avg,R20 R1,R21 W1 Avg,R21 W2 Avg,R21 R1,R22 W1 Avg,R22 W2 Avg,R22 R1,R23 W1 Avg,R23 W2 Avg,R23 R1,R24 W1 Avg,R24 W2 Avg,R24 R1,R25 W1 Avg,R25 W2 Avg,R25 R1,R26 W1 Avg,R26 W2 Avg,R26 R1,R27 W1 Avg,R27 W2 Avg,R27 R1,R28 W1 Avg,R28 W2 Avg,R28 R1,R29 W1 Avg,R29 W2 Avg,R29 R1,R30 W1 Avg,R30 W2 Avg,R30 R1,R31 W1 Avg,R31 W2 Avg,R31 R1,R32 W1 Avg,R32 W2 Avg,R32 R1
252.24,0,0,0,48.853445,189.513472,0.278346,43.169834,177.190584,0.256148,38.831013,158.201458,0.263344,52.061125,207.749105,0.286825,17.801679,73.042662,0.288593,51.341846,226.492395,0.243282,61.445771,226.153457,0.306786,74.813944,258.207345,0.292129,62.933468,232.974668,0.293487,45.765699,169.982948,0.283333,60.703223,217.304325,0.312832,36.512009,123.967403,0.406402,77.863166,275.057631,0.292037,78.20708,267.381418,0.298488,56.16371,189.037075,0.36107,36.086514,156.348118,0.270036,43.634559,162.686144,0.302521,30.963601,113.529476,0.362873,33.561523,147.324402,0.285869,31.786064,124.695313,0.292472,23.366307,94.608557,0.343245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.24,0,0,0,49.104748,190.892703,0.280109,43.141412,178.339669,0.257041,39.318038,158.797734,0.266711,52.431297,208.910836,0.290465,18.666604,73.728731,0.297816,51.719733,227.363081,0.246154,61.761295,227.601022,0.310782,74.901363,260.186008,0.290777,63.163844,234.391244,0.29372,46.237314,170.941382,0.285402,60.998948,218.37554,0.315005,36.927659,124.646005,0.417155,77.906942,277.384735,0.290576,78.259948,269.377652,0.297595,56.544919,190.240223,0.366326,36.571537,157.116066,0.273587,43.844429,163.935461,0.30377,31.394715,114.506908,0.368352,34.032392,148.120566,0.292297,32.189621,125.141535,0.298987,23.9103,95.062336,0.356414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.24,0,0,0,48.481872,191.792287,0.275776,42.783348,178.210724,0.255194,38.865558,159.190092,0.263698,51.973278,209.269468,0.287497,18.315609,74.065672,0.290053,51.202907,227.945836,0.242867,61.127089,228.392786,0.306823,73.94036,261.701729,0.285218,62.417587,234.796645,0.292768,45.758245,171.485551,0.281918,60.469919,218.653932,0.311929,36.434063,124.915071,0.41073,77.151327,278.693328,0.287202,77.705821,270.167303,0.294557,56.056631,190.742075,0.36263,36.295215,157.321377,0.273111,43.357919,164.568039,0.300885,31.099149,114.89951,0.362626,33.531541,148.375785,0.286614,31.955033,125.125226,0.298906,23.734004,95.093732,0.351613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.24,0,0,0,47.976415,192.294406,0.27195,42.385702,178.285789,0.25214,38.540939,159.086916,0.26087,51.69767,209.632161,0.283701,17.804664,74.081779,0.282881,51.004112,227.712461,0.242049,60.905374,228.859315,0.30523,73.494947,262.663749,0.282598,62.162388,235.369449,0.288655,45.59925,171.474814,0.280748,60.207909,218.826194,0.309637,36.248496,125.357266,0.408803,76.674731,280.289922,0.283061,77.37091,271.601282,0.29152,55.850307,191.250769,0.359551,36.10285,157.434162,0.270487,43.049019,165.20555,0.296161,30.89944,115.460043,0.359365,33.370124,148.887767,0.287913,31.778999,124.966738,0.297044,23.59859,95.165984,0.346542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.24,0,0,0,47.584816,192.717232,0.269904,42.310113,178.269573,0.251687,38.304863,159.023468,0.259843,51.514248,209.597209,0.284151,17.8199,74.330721,0.278746,50.758746,227.761574,0.240131,60.544096,229.306873,0.302245,72.905948,263.591393,0.279459,61.838506,235.965118,0.28597,45.33856,171.69489,0.279244,59.944922,218.950714,0.307881,36.041601,125.437969,0.403073,76.449209,281.606153,0.280978,77.147776,272.437605,0.289354,55.63434,191.611893,0.356934,35.950171,157.609164,0.267639,42.730053,165.699149,0.294155,30.768148,115.891496,0.358747,33.157477,149.127231,0.282025,31.638503,124.87491,0.293537,23.540881,95.317175,0.344218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.24,0,0,0,46.904401,192.478157,0.267223,41.80061,179.010724,0.249094,37.988248,158.29134,0.260747,51.119386,209.260523,0.283206,17.54005,73.863495,0.28483,50.328632,226.632914,0.239953,60.079506,229.305183,0.301679,72.267679,264.138689,0.276505,61.346262,235.961658,0.286238,45.101253,171.481993,0.27853,59.593588,218.419656,0.307725,35.718126,125.135343,0.405275,75.90543,282.467775,0.277762,76.679413,273.488577,0.286656,55.298067,191.388478,0.35796,35.708125,156.947364,0.269094,42.41702,165.960439,0.289922,30.566504,115.806443,0.358569,32.921341,149.130655,0.282107,31.305826,124.422489,0.294727,23.355934,94.904283,0.345362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.81,0,0,0,48.584309,191.251535,0.278967,43.3551,172.273147,0.266488,38.810016,155.355825,0.273078,50.85038,212.306413,0.273212,18.439677,68.739055,0.319901,50.191594,231.100497,0.237825,59.714869,229.655428,0.297291,73.499916,261.235961,0.284851,61.08727,235.481261,0.284925,44.650711,171.022403,0.276077,59.207446,223.156514,0.30017,35.977926,122.937602,0.411785,75.78284,278.36695,0.284714,76.812828,271.351588,0.292036,55.328705,190.511394,0.358558,34.930144,157.396873,0.261396,43.723332,157.193123,0.313748,30.096983,116.001557,0.353815,33.524062,147.548603,0.295371,32.070891,126.151409,0.297626,23.624402,95.07028,0.352772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313.81,0,0,0,49.079807,195.430101,0.273117,44.47367,178.229381,0.263121,38.65195,158.125487,0.265548,51.116262,213.544395,0.273815,18.299876,69.517662,0.316158,50.438278,235.148125,0.231715,60.009378,232.567202,0.292379,73.789183,265.267008,0.281008,61.289421,238.268344,0.280233,45.115078,171.537846,0.276862,59.866296,224.635662,0.297083,36.224209,125.967197,0.400654,75.935129,282.046634,0.278395,77.432517,275.736809,0.287657,55.509769,193.076696,0.349378,34.974709,158.943187,0.256235,44.079111,162.622223,0.302154,30.349087,117.090017,0.34907,33.791867,151.86433,0.281034,32.738375,128.047319,0.295979,23.449033,96.105577,0.340036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.81,0,0,0,49.636205,196.607251,0.276006,45.243418,180.828945,0.266593,39.18509,159.075008,0.267343,51.891725,212.734257,0.282299,18.666978,70.381965,0.315893,51.002638,235.346991,0.233243,60.839845,232.188171,0.29848,74.566429,266.370363,0.282738,62.178088,238.497715,0.285175,45.739434,171.731449,0.281504,60.890662,223.691724,0.30521,37.071486,127.031836,0.406805,76.864021,282.737539,0.281308,78.605035,276.679947,0.290655,56.350811,192.582424,0.35722,35.776205,158.743993,0.26383,44.744489,164.942943,0.303596,31.025595,116.638273,0.355854,34.524901,153.125379,0.283187,33.305591,128.793736,0.297791,23.806301,96.402199,0.344861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.81,0,0,0,48.860423,197.181444,0.269409,45.049172,182.897036,0.25942,38.572555,159.381631,0.263371,51.247032,211.953209,0.277256,17.886754,70.339677,0.306916,50.408463,234.935106,0.231123,60.310038,231.71581,0.296521,73.794152,266.837484,0.279179,61.716471,238.211064,0.283101,45.084007,171.814795,0.277169,60.344238,223.046438,0.301521,36.517139,127.459861,0.400149,76.225596,283.411917,0.277758,77.951407,277.174872,0.287368,55.740303,191.92212,0.353386,35.227997,158.412689,0.261163,44.072464,166.778976,0.294885,30.429483,116.233841,0.353352,33.99851,153.728095,0.275416,32.624211,129.319128,0.288593,23.149613,96.570268,0.335713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.81,0,0,0,49.056568,198.196869,0.271946,45.406975,184.505231,0.260741,38.836558,160.427289,0.263397,51.560288,211.493127,0.282464,18.19546,71.759453,0.30096,50.599617,234.276939,0.232527,60.555455,231.25379,0.301863,73.829007,267.303911,0.278985,62.070998,238.17544,0.285401,45.216593,172.709094,0.277606,60.582666,222.167579,0.304812,36.869104,128.017659,0.4009,76.531215,283.64352,0.27928,78.307472,277.144405,0.289104,55.958783,191.252529,0.357901,35.578838,158.273366,0.262982,44.20547,168.140403,0.294282,30.718893,116.138879,0.358445,34.285157,154.420967,0.279341,32.828619,130.386468,0.28845,23.423929,97.306225,0.336592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.81,0,0,0,48.419429,200.22337,0.26562,45.45728,187.996338,0.25467,38.663714,160.886784,0.262952,51.370051,211.85362,0.281415,17.945336,72.72245,0.297784,50.225509,235.232864,0.232154,60.281128,231.366695,0.30223,73.14962,268.518523,0.275402,61.837898,238.232205,0.285768,44.846652,173.059915,0.27407,60.314023,223.076161,0.300983,36.487816,129.322317,0.394569,76.099815,286.056466,0.274935,77.787501,279.588829,0.284649,55.538069,191.627573,0.35311,35.109094,158.06272,0.259601,43.508938,170.656602,0.287851,30.275595,115.77174,0.353325,33.83554,155.873266,0.272795,32.315181,131.51543,0.282121,22.973368,97.557672,0.326575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.81,0,0,0,47.660983,202.925745,0.2588,45.294943,191.672973,0.249208,38.2354,162.324305,0.2565,50.874705,212.875046,0.276724,17.301119,73.767786,0.283011,49.509839,237.00959,0.225426,59.860935,232.955194,0.296187,72.222096,271.369453,0.269124,61.384833,240.416816,0.281218,44.235294,175.01719,0.267662,59.646361,225.099978,0.29541,35.910582,131.293698,0.382735,75.354571,289.859459,0.268831,77.254936,283.290452,0.278861,54.984013,193.091616,0.349059,34.568903,158.925438,0.254847,42.650284,173.976038,0.27466,29.720728,116.942292,0.34704,33.353028,158.138125,0.26436,31.779927,133.955874,0.271288,22.487091,98.71019,0.316341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358.81,0,0,0,47.081038,203.930692,0.256196,45.252746,193.945336,0.245298,37.94529,162.535045,0.255516,50.603233,212.616245,0.27643,17.178918,74.324129,0.278934,49.310034,237.215432,0.224805,59.620021,233.072033,0.297367,71.596614,272.393125,0.265946,61.083821,240.479444,0.280188,43.631983,175.082773,0.264634,59.239783,225.211695,0.291691,35.56296,131.673736,0.38039,74.997762,291.145953,0.266426,76.940849,284.718834,0.276298,54.589364,192.999472,0.346724,34.193046,158.48099,0.253734,42.050404,175.408863,0.269738,29.260531,116.654482,0.34012,33.089322,159.111881,0.262021,31.31497,134.460056,0.268288,21.995611,98.475653,0.312066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368.81,0,0,0,47.417555,205.401471,0.258808,45.992066,197.764429,0.244757,38.702224,163.794685,0.258879,51.367665,213.29265,0.282672,17.789677,75.06648,0.283755,49.979501,238.311817,0.227923,60.423206,233.648529,0.304284,72.120094,274.316914,0.266433,61.596002,241.063277,0.284322,44.230625,176.098095,0.267393,59.733238,226.471915,0.296968,36.005685,132.943434,0.389146,75.551937,292.556853,0.267753,77.40331,286.302613,0.276913,55.078775,193.524086,0.357055,34.787764,158.956931,0.258631,42.420216,176.939838,0.273323,29.727608,117.204357,0.346963,33.511181,160.202698,0.265116,31.732348,136.11159,0.266716,22.400546,99.422176,0.316731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378.81,0,0,0,46.649301,206.259188,0.252999,45.912816,200.003139,0.240748,38.413873,164.19583,0.256915,50.925072,213.45307,0.277694,17.372264,75.533644,0.277613,49.402997,238.75044,0.224439,59.937034,234.064407,0.299416,71.493774,275.898585,0.262536,61.083535,241.537886,0.279849,43.543279,176.281879,0.262818,59.082125,227.27857,0.291127,35.437093,133.853475,0.378817,74.868137,293.965751,0.263826,76.592887,287.726861,0.272371,54.4558,193.906272,0.348681,34.156306,159.015943,0.253653,41.80577,178.442253,0.266061,29.185485,117.711862,0.339995,32.973578,161.163911,0.25863,31.145024,136.996634,0.260209,21.78109,99.839544,0.305903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388.81,0,0,0,47.011736,206.000967,0.25854,46.743766,201.507672,0.245616,39.034159,163.29739,0.265626,51.4702,212.221332,0.285142,17.741915,74.976928,0.284765,49.989531,237.716739,0.22961,60.660463,233.252481,0.307716,71.937379,276.015901,0.264388,61.841516,240.875171,0.286933,44.172717,175.654282,0.269026,59.569468,226.701748,0.297429,35.972865,133.847473,0.392008,75.54753,294.041061,0.26722,77.27291,287.916578,0.275051,55.010954,192.953814,0.362357,34.68707,158.169193,0.261707,42.292977,178.275226,0.27284,29.613068,117.188388,0.357255,33.441887,160.870044,0.265934,31.611478,136.769099,0.268303,22.270271,99.171256,0.322627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398.81,0,0,0,46.295875,206.738079,0.253193,45.915955,203.316042,0.237455,38.484795,163.495281,0.260245,50.858431,212.485672,0.280369,17.318657,75.256405,0.279554,49.439645,238.200114,0.225893,60.063209,233.590702,0.304447,71.090998,277.102373,0.260242,61.119814,241.472161,0.282242,43.449225,175.665467,0.264635,58.874021,227.638733,0.289302,35.333966,134.75639,0.379673,74.881874,294.912304,0.263253,76.720831,289.255076,0.271815,54.308598,193.255806,0.353414,34.123858,158.350798,0.256445,41.507825,179.239656,0.263614,28.962163,117.697427,0.348314,32.808814,161.569301,0.257904,30.938798,137.555956,0.257657,21.627163,99.794568,0.30877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.81,0,0,0,46.772806,207.016742,0.257204,46.874891,204.658936,0.241195,39.063653,163.053914,0.267179,51.533514,212.167252,0.287345,17.682463,75.508706,0.281325,50.050135,238.194089,0.230021,60.7367,233.222899,0.307463,71.557113,277.051618,0.262247,61.59879,241.167269,0.284955,44.037118,174.979272,0.269821,59.476101,227.614493,0.293542,35.857171,135.110731,0.386834,75.513833,295.063588,0.266007,77.251616,289.808452,0.273671,54.941291,192.959102,0.362753,34.634523,158.094589,0.260968,42.030149,179.189246,0.269345,29.334856,117.448259,0.351908,33.270183,161.652715,0.265243,31.602594,137.688754,0.265014,22.0149,99.737805,0.316134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.81,0,0,0,46.182713,207.68297,0.252269,46.348213,205.851264,0.23663,38.771723,162.790972,0.264445,51.194534,212.35608,0.281343,17.219154,75.707774,0.278414,49.61478,238.345732,0.226425,60.359845,233.717078,0.30519,70.865478,277.804198,0.258927,61.075352,241.68876,0.281111,43.511374,174.720955,0.266778,58.898192,227.867474,0.288697,35.358368,135.670616,0.376984,75.074536,296.178299,0.262939,76.825128,290.674693,0.270873,54.349526,193.02708,0.356276,34.184218,158.280372,0.257231,41.505861,179.766646,0.26294,28.629103,117.670914,0.344025,32.813376,162.221896,0.257253,30.931386,138.026815,0.2577,21.462612,100.121648,0.30633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428.81,0,0,0,46.424122,206.814894,0.25681,46.772014,205.69102,0.239563,39.163671,161.85982,0.271262,51.700748,210.978066,0.290305,17.724129,74.607463,0.288137,50.00694,236.694838,0.232483,60.854321,232.204164,0.314797,70.945245,276.329067,0.260859,61.521474,240.749424,0.287912,43.847176,172.997738,0.273299,59.211964,226.598637,0.295931,35.639991,134.587851,0.391012,75.568445,294.777131,0.2673,77.354348,289.772948,0.274374,54.770817,191.516041,0.364578,34.518596,156.989883,0.264696,41.831815,178.740794,0.268742,28.779873,116.646823,0.35244,33.027015,160.956689,0.266331,31.247766,137.18873,0.264161,21.688466,99.297123,0.316281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.81,0,0,0,45.826738,206.808667,0.254619,46.411857,205.955798,0.237357,38.916145,161.520762,0.269704,51.259252,211.017788,0.285812,17.244838,74.850995,0.28012,49.593129,236.934119,0.228667,60.393991,232.315773,0.310107,70.17437,276.347171,0.258072,61.038266,240.703992,0.284314,43.383077,172.494294,0.270539,58.854236,226.887048,0.292555,35.098335,134.725542,0.385509,75.095382,295.384071,0.264843,76.661489,290.123493,0.271283,54.3068,191.352006,0.36437,34.135138,157.058056,0.262084,41.494916,178.987591,0.264162,28.289899,116.363434,0.347283,32.588591,160.435198,0.262106,30.889091,137.077301,0.259299,21.243539,99.048256,0.309786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.81,0,0,0,46.168779,206.460421,0.259685,46.992764,206.649085,0.239449,39.628795,161.339083,0.277464,51.903541,210.794048,0.291929,17.859328,74.780659,0.291401,50.262311,236.538965,0.23345,61.181446,231.965729,0.31602,70.660804,275.70234,0.260757,61.530171,240.454848,0.288012,43.822008,171.620729,0.275376,59.357584,226.679504,0.297554,35.5277,134.744329,0.391841,75.610281,295.032761,0.267522,77.085076,289.450924,0.273827,54.798889,190.874365,0.370452,34.648842,156.963358,0.265877,41.970577,178.515478,0.270142,28.665483,115.913556,0.357381,32.800938,159.550272,0.266652,31.251182,137.219912,0.264893,21.581762,98.999349,0.31782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.81,0,0,0,45.702931,207.087136,0.25352,46.847777,208.452223,0.236519,39.368228,161.951293,0.273399,51.724675,211.95586,0.284573,17.385697,75.319652,0.280805,50.013392,237.706579,0.229222,60.890032,233.257129,0.31046,70.328588,276.566141,0.258446,61.200818,241.782132,0.282808,43.459872,172.195569,0.27141,59.071575,227.99781,0.292158,35.630087,137.661043,0.37896,75.387468,297.039723,0.26411,76.531318,291.582634,0.269679,54.526535,191.85397,0.364165,34.408762,157.939576,0.261566,41.686263,179.816987,0.265419,28.320139,116.745236,0.345321,32.456808,160.560307,0.258112,30.971651,137.868439,0.259339,21.234656,99.777772,0.30752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468.81,0,0,0,45.398884,207.172598,0.251529,46.487707,208.539843,0.233526,39.153161,160.615476,0.274404,51.559428,210.655003,0.286065,17.003545,74.741294,0.281365,49.667851,236.34307,0.228656,60.742504,231.846127,0.312887,70.122093,274.57481,0.259378,60.922959,240.611737,0.282331,43.202127,170.489005,0.272763,58.831249,226.908897,0.290679,35.584088,138.624241,0.373301,75.082551,295.53918,0.26411,76.190187,289.991935,0.269808,54.204893,190.477708,0.363071,34.090441,156.949604,0.259883,41.406802,178.737427,0.263332,28.06209,115.714495,0.346875,32.06981,159.20602,0.256625,30.516161,136.94861,0.258744,20.79321,99.116182,0.303709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478.81,0,0,0,45.714732,206.733143,0.255883,47.186312,207.812903,0.238506,39.58697,159.789598,0.278175,51.884622,209.413729,0.291884,17.285821,74.303731,0.285626,50.004504,235.064657,0.232983,61.054218,230.594172,0.318794,70.368531,272.501066,0.262499,61.014419,238.944573,0.286791,43.320342,169.026899,0.277079,59.160711,225.530041,0.295922,36.082047,138.200592,0.38558,75.200894,293.347876,0.267367,76.232013,286.723719,0.273583,54.522516,188.781018,0.373018,34.407827,155.813376,0.266504,41.736672,177.37424,0.269683,28.334062,114.599145,0.357645,32.162093,157.815333,0.264672,30.760957,136.206672,0.261274,21.014906,98.272413,0.308882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.81,0,0,0,46.32774,205.861843,0.261992,48.0034,208.948649,0.240442,40.157211,159.121352,0.285183,52.691953,209.196377,0.295155,17.925684,73.963806,0.294731,50.722787,234.341822,0.237215,61.879539,230.590501,0.32258,71.194772,271.637767,0.266726,61.827471,239.096569,0.290027,44.018273,168.0189,0.283706,59.963129,225.485742,0.300211,36.906353,138.269506,0.391005,75.852882,293.167036,0.270598,77.226543,286.214573,0.277979,55.319076,188.316395,0.37865,35.027739,155.683954,0.270462,42.455253,177.450933,0.274019,28.988953,114.371344,0.368379,32.731548,158.03885,0.26793,31.273208,135.43318,0.268495,21.479816,97.793078,0.321242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498.81,0,0,0,45.741617,205.167553,0.258238,46.997297,209.33095,0.235919,39.598108,158.932719,0.281915,52.211069,209.086086,0.291018,17.370771,73.75597,0.292392,50.266969,233.829451,0.235225,61.225857,230.632599,0.317234,70.528712,271.354355,0.264279,61.206096,239.915308,0.285886,43.241313,167.6056,0.27884,59.351174,225.47474,0.295123,36.381343,138.039448,0.384718,75.061437,292.054854,0.268146,76.550794,284.830535,0.276291,54.700776,187.638909,0.374189,34.607063,155.476791,0.265796,41.900214,177.719688,0.270299,28.427764,114.170753,0.360579,32.178045,157.997025,0.264045,30.459512,135.711684,0.262659,20.889521,97.728495,0.31073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508.81,0,0,0,45.393284,203.180764,0.258615,46.609765,208.86565,0.23418,39.29915,157.695402,0.282361,51.984869,207.975582,0.291181,16.974254,72.912313,0.2883,49.87273,232.784093,0.234089,60.897263,229.394857,0.315359,70.279509,269.313513,0.26527,60.917827,238.944819,0.285344,42.863098,165.979265,0.279097,58.946454,224.566952,0.293788,36.127396,137.092276,0.385202,74.756551,290.258798,0.268396,76.214204,282.601613,0.27713,54.449071,186.365974,0.372175,34.192446,154.846463,0.26307,41.731711,177.429202,0.268166,28.097434,113.485052,0.356352,31.815599,157.653651,0.260146,30.153043,135.219702,0.258304,20.494735,96.887762,0.309754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518.81,0,0,0,45.964674,202.816898,0.263355,47.356408,209.953967,0.236185,39.933213,157.976605,0.284389,52.476685,208.347129,0.29354,17.330348,73.520398,0.290052,50.406419,233.136776,0.236248,61.268619,229.44814,0.320511,71.104217,269.056826,0.268828,61.469326,238.972628,0.289041,43.279673,165.971067,0.282252,59.42598,225.341282,0.294887,36.517338,137.208811,0.387486,75.318065,290.074802,0.27042,76.647535,282.104844,0.279458,54.926981,186.166871,0.376153,34.425652,154.934452,0.266069,42.16835,178.357403,0.269337,28.421111,113.580963,0.360745,32.095933,158.477274,0.260552,30.34572,136.116601,0.257912,20.644761,97.24985,0.310204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528.81,0,0,0,46.237752,201.117423,0.267539,47.601395,209.523104,0.238505,40.198084,156.945085,0.288891,52.64951,207.697641,0.294554,17.804353,72.647388,0.300759,50.398517,232.329653,0.237582,61.303992,228.147431,0.3207,71.203812,267.42701,0.270906,61.707984,237.691659,0.291274,43.575812,164.693221,0.286582,59.663602,225.024005,0.297456,36.899446,136.385262,0.39627,75.685939,288.751616,0.273488,77.062548,280.632524,0.28245,55.236369,185.123111,0.384436,34.724901,154.42013,0.271601,42.639083,178.526139,0.27185,28.886824,113.132445,0.373279,32.491283,158.582765,0.262629,30.737137,136.159415,0.263911,21.031703,96.547667,0.321407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538.81,0,0,0,45.849708,200.294925,0.266524,47.538971,210.100872,0.236893,39.801495,156.653336,0.286007,52.353741,207.434283,0.293182,17.404726,72.649689,0.298455,50.272055,232.05799,0.23675,61.001988,227.181993,0.319333,70.933451,266.601296,0.270427,61.396177,236.825519,0.290433,43.071485,164.285038,0.284323,59.358471,225.161895,0.295107,36.641084,135.965079,0.391353,75.517998,287.506524,0.274088,76.846677,279.05807,0.283294,54.93928,184.226239,0.381624,34.34923,154.332416,0.266357,42.42025,179.31141,0.268885,28.531327,112.879824,0.363511,32.178609,158.937062,0.256869,30.438847,136.911463,0.25854,20.591679,96.557653,0.314102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548.81,0,0,0,46.60764,198.385037,0.273915,47.845336,209.490061,0.23955,40.607485,155.652203,0.296662,52.963957,206.350293,0.297094,17.873881,72.325373,0.303839,50.832351,231.167316,0.240049,61.697241,225.30972,0.328701,71.748557,264.50079,0.276101,62.279753,235.217125,0.296449,43.698806,162.852299,0.291102,60.025,224.267293,0.299103,37.378192,135.008847,0.402428,76.506208,285.990739,0.279298,77.734112,277.182237,0.288526,55.777483,182.876114,0.392098,34.991295,153.388198,0.273408,43.269038,179.22854,0.274,29.175548,112.065818,0.378783,32.830953,158.8563,0.263044,31.088438,136.477714,0.265776,21.122436,95.570618,0.327374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558.81,0,0,0,46.416739,197.827829,0.273185,47.753269,210.771927,0.236638,40.282902,155.469801,0.293112,52.552076,206.27641,0.295114,17.446517,72.203296,0.300222,50.566083,231.627436,0.237032,61.499789,224.683936,0.325525,71.547666,263.869789,0.275756,62.044783,234.548816,0.295704,43.260648,162.364425,0.289061,59.66892,224.589585,0.295538,37.044641,134.540442,0.398665,76.280314,285.162293,0.278976,77.312446,275.669414,0.288467,55.422721,182.073805,0.389684,34.609046,153.481303,0.269519,42.931527,179.566813,0.272107,28.772773,111.846794,0.371975,32.410551,159.301645,0.258116,30.661742,137.3661,0.257355,20.74461,95.684522,0.320043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568.81,0,0,0,46.837966,196.053516,0.279177,48.39442,210.513862,0.241231,40.649334,154.486747,0.299004,52.862138,204.757092,0.299356,17.701306,71.559328,0.306407,51.071335,231.18873,0.241181,62.024983,222.851772,0.332719,72.1191,261.79402,0.280397,62.560068,233.003881,0.300993,43.617805,160.986685,0.294391,59.911402,223.543776,0.299224,37.487363,133.651233,0.408946,76.91722,283.230661,0.283465,77.865313,273.828894,0.29251,55.845128,180.688885,0.39795,34.972667,152.618212,0.274923,43.303928,179.004575,0.275228,29.183141,111.14229,0.383169,32.822664,159.044285,0.264209,31.008761,137.200745,0.262517,21.050003,94.778923,0.331759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578.81,0,0,0,47.317079,195.089188,0.282511,48.763121,210.239494,0.24278,41.118809,153.952799,0.304229,53.192005,203.898182,0.30156,18.155348,71.765112,0.312105,51.572737,231.437054,0.243338,62.56511,222.046246,0.335954,72.595596,260.778215,0.283367,63.03393,232.132024,0.30291,43.901919,160.605931,0.296845,60.385455,222.981233,0.30155,37.943724,133.400339,0.40976,77.653469,282.116477,0.287144,78.613825,272.477612,0.296874,56.360398,179.931939,0.404403,35.310808,152.468382,0.276486,43.629626,178.762984,0.27639,29.523001,111.023949,0.386467,33.084224,159.397496,0.262149,31.395229,138.071547,0.26124,21.361186,94.937383,0.335426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
