Time (sec),R1 W1 Avg,R1 W2 Avg,R1 R1,R2 W1 Avg,R2 W2 Avg,R2 R1,R3 W1 Avg,R3 W2 Avg,R3 R1,R4 W1 Avg,R4 W2 Avg,R4 R1,R5 W1 Avg,R5 W2 Avg,R5 R1,R6 W1 Avg,R6 W2 Avg,R6 R1,R7 W1 Avg,R7 W2 Avg,R7 R1,R8 W1 Avg,R8 W2 Avg,R8 R1,R9 W1 Avg,R9 W2 Avg,R9 R1,R10 W1 Avg,R10 W2 Avg,R10 R1,R11 W1 Avg,R11 W2 Avg,R11 R1,R12 W1 Avg,R12 W2 Avg,R12 R1,R13 W1 Avg,R13 W2 Avg,R13 R1,R14 W1 Avg,R14 W2 Avg,R14 R1,R15 W1 Avg,R15 W2 Avg,R15 R1,R16 W1 Avg,R16 W2 Avg,R16 R1,R16 R1,R17 W1 Avg,R17 W2 Avg,R17 R1,R18 W1 Avg,R18 W2 Avg,R18 R1,R19 W1 Avg,R19 W2 Avg,R19 R1,R20 W1 Avg,R20 W2 Avg,R20 R1,R21 W1 Avg,R21 W2 Avg,R21 R1,R22 W1 Avg,R22 W2 Avg,R22 R1,R23 W1 Avg,R23 W2 Avg,R23 R1,R24 W1 Avg,R24 W2 Avg,R24 R1,R25 W1 Avg,R25 W2 Avg,R25 R1,R26 W1 Avg,R26 W2 Avg,R26 R1,R27 W1 Avg,R27 W2 Avg,R27 R1,R28 W1 Avg,R28 W2 Avg,R28 R1,R29 W1 Avg,R29 W2 Avg,R29 R1,R30 W1 Avg,R30 W2 Avg,R30 R1,R31 W1 Avg,R31 W2 Avg,R31 R1,R32 W1 Avg,R32 W2 Avg,R32 R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.22,0,0,0,115.133143,148.930825,0.787193,138.05043,280.94909,0.502541,107.194539,218.667826,0.502611,102.18328,245.549011,0.421446,109.358506,235.65938,0.456768,121.766787,258.503418,0.472574,136.968281,341.865769,0.402508,174.003882,397.491821,0.438964,133.282271,264.915842,0.500815,142.991668,272.182525,0.527751,83.509161,221.394693,0.382537,88.937292,208.104889,0.431701,80.059793,220.894426,0.364484,138.979491,314.314611,0.446437,153.268522,289.627596,0.529811,165.781006,381.213034,0.439345,160.929242,330.875632,0.489017,195.596887,413.704915,0.475166,68.928089,168.946906,0.492782,108.358907,247.971731,0.440776,78.967597,200.606122,0.381608,127.918297,281.183822,0.45996,219.40936,435.70945,0.507366,136.572986,219.929283,0.62647,85.192875,174.542016,0.498913,114.431561,165.175169,0.695492,112.731549,182.775913,0.624852,102.548616,160.869034,0.637857,102.189685,168.118368,0.634239,55.786714,76.311398,0.793677,102.394244,158.206303,0.652263,116.179492,240.170202,0.490352,165.963793,311.235766,0.534182,96.54797,188.970812,0.518915,89.365656,150.14008,0.617158,114.793578,265.57611,0.449596,69.214898,219.807713,0.344608,81.299186,181.787838,0.466917,99.837523,271.837348,0.369925,80.512037,177.498065,0.461438,95.976974,212.61804,0.460387,119.069443,275.457319,0.435798,107.749603,239.305342,0.453437,99.69842,180.352711,0.561302,79.486566,184.228392,0.438328,101.670645,208.000047,0.487843,133.641162,261.757861,0.507867,119.930302,237.101573,0.512231,76.326669,113.740295,0.703573,85.794108,212.967239,0.405132,90.801857,169.088186,0.537863,115.688893,251.139812,0.504182,95.398569,193.117066,0.516523,82.184969,168.06336,0.492365,80.510608,130.518837,0.630118,76.61492,160.409788,0.496028,95.902842,131.034514,0.891107,78.575872,173.126577,0.455059,59.933687,120.129037,0.51023
88.22,0,0,0,110.875119,161.89983,0.692588,132.17513,297.533249,0.454885,101.769162,234.567255,0.44462,96.79696,260.521968,0.376286,104.552589,250.244629,0.412282,115.819529,274.990622,0.422277,131.424894,355.012475,0.371795,169.460113,410.908028,0.413239,128.47443,275.329792,0.465413,137.052852,281.8138,0.487944,79.263224,236.59181,0.340396,85.380081,220.272222,0.391556,76.499461,232.1109,0.331201,134.156717,329.5733,0.410753,146.799369,308.116103,0.476398,158.302994,403.546673,0.396304,154.220722,352.167076,0.440782,185.795744,445.729144,0.419395,66.152769,178.254601,0.444164,104.22101,265.327849,0.39591,75.515036,210.755076,0.349118,123.351846,296.733214,0.420974,212.736048,456.521454,0.469463,130.773676,236.569863,0.556432,79.419652,183.051932,0.443395,109.860082,178.113433,0.618592,108.90102,194.681653,0.565577,98.942119,169.87783,0.578368,98.15639,177.356628,0.576433,53.122246,80.278168,0.714705,97.855861,170.380528,0.578671,111.215248,251.853748,0.447118,159.636354,332.06436,0.481168,93.106606,199.66854,0.474096,85.685696,159.731183,0.554957,110.149978,280.151452,0.406605,66.462447,225.765024,0.320092,77.830123,191.610459,0.423314,95.884829,282.737926,0.341061,77.30465,186.21206,0.42198,91.464072,225.136658,0.414308,113.511301,288.708906,0.396198,102.448415,252.943146,0.407918,95.072627,193.808314,0.497806,75.614075,193.538814,0.396843,97.260994,218.902979,0.442947,128.664618,277.434395,0.461414,114.419647,253.426009,0.456451,73.095415,123.091024,0.621905,81.900324,223.534339,0.367343,86.85948,179.328683,0.484272,110.938262,263.980801,0.459117,90.24782,207.6978,0.452579,78.473878,178.647598,0.441636,77.200261,139.396839,0.567182,73.556438,168.851544,0.451023,93.58888,136.03503,0.840172,75.579106,182.123646,0.415465,57.175809,127.948297,0.455347
93.22,0,0,0,106.188498,175.548595,0.610203,126.805047,312.523556,0.414714,97.170967,248.967242,0.400255,92.690771,272.806678,0.343942,100.264464,263.855713,0.375705,110.613698,290.228148,0.38145,126.830303,366.936596,0.347253,164.612905,423.780844,0.3888,123.794949,285.591081,0.432806,131.55689,291.893014,0.452411,75.888806,248.825225,0.30997,81.968718,231.706676,0.35788,73.603766,241.881682,0.305597,129.702699,343.478192,0.381074,140.871219,326.135457,0.43258,152.140424,422.592058,0.363232,148.38639,371.305018,0.401997,177.28862,472.090013,0.377267,63.850253,186.836244,0.408966,100.208161,281.497618,0.358555,72.506267,219.995142,0.326135,119.061972,311.071891,0.386824,206.308059,475.508688,0.437642,125.182568,253.054541,0.498713,74.396959,190.11233,0.400363,105.541597,190.919355,0.553878,104.853962,206.390817,0.512815,95.489065,178.633252,0.528094,94.271644,187.008156,0.522631,50.568061,85.442644,0.637318,93.743579,182.768739,0.516862,106.736946,262.327415,0.412094,153.777716,351.747776,0.43725,90.036152,209.432919,0.436195,81.88552,170.13054,0.496503,105.982246,294.327942,0.369873,64.155076,230.868645,0.29904,74.833866,200.60936,0.387493,92.704911,293.438258,0.317806,74.538848,194.529596,0.389642,87.707429,235.888213,0.379043,108.711792,300.950346,0.363879,97.956698,264.940163,0.372451,91.251588,206.326773,0.448161,72.779289,202.096239,0.365859,93.487714,228.693526,0.407628,123.8031,291.76032,0.422514,109.56346,267.652526,0.413563,70.122912,133.291364,0.55052,78.737197,232.623416,0.338872,83.301767,188.812376,0.441509,106.835141,274.647918,0.425241,86.325637,219.290223,0.410163,75.552376,187.883172,0.404199,74.212291,148.214202,0.512534,71.177105,176.1854,0.416553,91.140087,141.004723,0.789702,73.171202,189.92669,0.385233,54.960152,134.723749,0.414766
98.22,0,0,0,101.166667,189.185619,0.540198,121.318299,326.689211,0.378919,92.976556,260.985168,0.365463,89.160059,282.102331,0.31987,96.17481,276.393303,0.345583,105.98536,302.972475,0.35044,122.997079,377.041857,0.327751,159.888544,436.429868,0.366554,119.199987,295.365574,0.403627,126.047468,302.196496,0.41897,72.842686,258.011315,0.287165,79.123452,241.35347,0.332457,71.075835,248.304229,0.287563,125.929804,355.556619,0.357637,135.088529,342.449538,0.395023,146.161442,438.706104,0.336856,143.209458,387.385596,0.372076,169.436947,493.756889,0.345262,61.862379,193.478849,0.385556,96.342109,294.846716,0.328995,69.544213,227.39842,0.306045,115.295902,324.072319,0.360502,200.069506,493.600741,0.408896,119.899375,266.944634,0.452881,70.25245,195.604727,0.367854,101.384639,202.978815,0.500727,101.105821,216.204014,0.471807,92.270856,186.2993,0.488374,90.647361,195.775049,0.478187,47.710267,90.808698,0.569719,90.034189,193.265752,0.469554,102.733079,271.394797,0.383229,147.924434,369.785034,0.400206,87.21826,218.112545,0.406224,78.083366,180.126162,0.446749,101.702309,306.741342,0.339124,62.320793,234.636285,0.284941,72.177877,207.766996,0.361178,89.695608,301.773332,0.29891,71.913264,201.771253,0.362165,84.215101,244.641978,0.350708,104.315812,310.888093,0.337886,93.93779,274.822334,0.344639,87.549213,216.733896,0.40904,69.960685,208.868393,0.340413,89.905351,237.400724,0.377687,119.624398,303.630237,0.392728,105.365314,279.648572,0.380519,67.096198,141.715625,0.502622,75.838472,239.766944,0.316702,80.15038,197.0831,0.407074,103.303001,283.464198,0.402526,83.281709,228.072705,0.38234,72.763598,195.185515,0.374786,71.587798,155.808808,0.470136,68.870712,182.146027,0.38843,88.516112,145.53931,0.744467,70.867959,195.685052,0.36223,53.005071,140.095256,0.384275
103.22,0,0,0,96.907165,203.681488,0.481989,117.063136,339.186264,0.350893,89.877229,271.663807,0.339424,86.606577,290.069735,0.302103,93.310623,288.050283,0.322766,102.41406,314.39083,0.325864,120.087838,386.627891,0.312139,155.777467,449.245848,0.346779,115.246621,306.123853,0.377219,121.0699,313.616236,0.387577,70.760669,266.138074,0.270527,76.59029,250.735299,0.309903,69.094033,255.416397,0.272205,122.331948,367.088545,0.336988,130.490899,358.141503,0.364931,141.980075,452.674084,0.316962,139.246173,402.171913,0.348913,163.633796,513.405499,0.320562,60.267571,199.286112,0.362194,93.570578,306.696283,0.307321,67.384529,234.97497,0.290686,112.062977,336.125013,0.338145,194.961729,510.337722,0.385833,115.934469,280.367052,0.417505,67.077252,200.751431,0.342268,97.944464,214.435027,0.45814,98.067703,225.872294,0.438045,89.709771,194.339993,0.455484,87.576447,204.043287,0.441669,45.133174,96.452059,0.514853,86.80693,203.773626,0.429932,99.435358,279.817167,0.359988,143.650186,385.516913,0.373086,84.974126,226.116835,0.382423,74.941859,189.838511,0.407251,98.66787,318.052984,0.316085,60.957064,238.047496,0.273467,70.164194,214.945766,0.338888,87.499679,309.563025,0.284273,69.646188,209.41638,0.337634,81.436445,252.779994,0.327767,100.798259,321.148312,0.315706,90.875676,284.205427,0.322423,84.782236,226.773583,0.378579,67.848811,215.714928,0.319558,87.094202,246.073788,0.353119,116.358667,315.107412,0.36827,102.144411,290.232995,0.355208,64.879132,149.904336,0.45655,73.677601,246.994219,0.29874,77.636616,204.73339,0.379787,100.582376,291.480961,0.380399,80.732329,236.142854,0.35829,70.625744,202.231472,0.351339,69.323449,163.750851,0.433055,67.23372,188.286159,0.365943,86.212032,151.650831,0.691559,69.19913,201.790413,0.342294,51.384681,145.703605,0.357813
108.22,0,0,0,92.599619,216.038431,0.433531,113.180064,348.653015,0.330172,86.960097,279.465344,0.320271,84.307408,294.987939,0.288902,90.450411,297.126589,0.304363,99.146431,322.896879,0.307519,116.866181,393.690333,0.298254,151.432035,458.961512,0.329988,111.483014,315.170651,0.354634,116.394317,323.589319,0.361358,68.846764,271.98231,0.257223,74.37371,257.659585,0.293202,67.546446,260.268214,0.261033,119.220569,375.240477,0.321651,126.043145,370.487746,0.341412,137.863596,462.396057,0.301922,135.198592,412.867581,0.329835,158.272927,526.299981,0.302512,58.819625,203.687537,0.345397,90.994672,315.57904,0.28986,65.288558,240.226886,0.276116,108.887449,345.135296,0.319801,189.741725,522.861201,0.366642,111.911397,290.739319,0.389014,64.426393,204.036176,0.323779,94.810849,223.903114,0.424833,95.056856,233.757295,0.410087,86.963641,200.875774,0.427063,84.724727,210.814797,0.41106,42.779785,100.960016,0.462252,83.893249,211.912857,0.399753,96.606629,285.526765,0.34269,139.185517,398.678794,0.349777,82.799707,232.667715,0.361908,72.057439,198.274529,0.376347,95.775354,326.937082,0.297412,59.79636,240.464747,0.263768,68.109961,220.246652,0.320973,85.27934,315.075974,0.272116,67.383455,215.607694,0.316992,78.988446,259.088071,0.309899,97.540348,328.762383,0.298129,88.101086,291.109473,0.3052,82.106288,234.265918,0.354363,65.726191,220.88418,0.302229,84.27072,252.827218,0.332578,113.130902,323.558196,0.34949,99.225022,297.946597,0.335958,62.685589,156.39266,0.423098,71.723625,252.374144,0.284594,75.424918,210.44844,0.359176,98.10897,297.062236,0.359539,78.555977,241.485045,0.339938,68.625165,207.528553,0.332258,67.225579,169.89108,0.404282,65.419298,192.751674,0.34701,83.534538,157.404382,0.633901,67.447651,206.095301,0.326961,49.878464,149.713237,0.337548
113.22,0,0,0,88.922788,228.194457,0.396327,109.840589,358.291534,0.311767,84.750375,286.858186,0.303469,82.762543,299.977735,0.278761,88.294574,305.426825,0.290309,96.758429,331.188202,0.29268,114.680126,400.959174,0.287581,147.587171,469.941147,0.314031,108.184135,324.975565,0.334016,112.254732,334.26943,0.337154,67.32646,277.297973,0.247183,72.815373,264.261252,0.280245,66.234227,265.1537,0.251491,116.7406,383.938062,0.308038,122.623225,382.326476,0.322284,134.960962,471.945058,0.289385,132.219206,423.015307,0.315332,154.307765,538.632729,0.288229,57.908645,207.641859,0.332144,88.978939,324.149649,0.276568,63.745319,245.353193,0.268036,106.393617,354.532782,0.304253,185.29508,536.322771,0.350099,108.885674,300.710295,0.366952,62.569922,207.610528,0.308913,92.002497,232.967127,0.397178,92.787785,241.626585,0.38752,84.819252,207.291019,0.405236,82.554737,216.945801,0.389078,41.160414,105.121943,0.436591,81.484424,219.802405,0.375414,94.462836,291.600623,0.328717,135.609146,410.363786,0.331396,81.088858,238.936023,0.345206,69.778333,206.040431,0.350588,93.496315,335.257996,0.282883,59.147118,242.906883,0.257744,66.798757,225.379532,0.30686,83.782927,320.73183,0.2627,65.687633,221.767359,0.300063,77.188142,264.740975,0.296363,94.805112,337.104742,0.282598,85.621333,298.319327,0.289695,80.040873,241.448671,0.335237,64.484289,226.005434,0.289939,82.259679,259.290758,0.316898,110.456485,332.186316,0.332792,96.94869,305.534409,0.319952,60.864295,163.033778,0.398134,70.113965,257.870802,0.272428,73.703379,216.488251,0.341575,96.053507,302.711985,0.349595,76.77333,247.316609,0.324753,67.07188,212.920295,0.316929,65.532032,176.261225,0.379413,64.285507,196.916602,0.333184,81.267374,164.460497,0.581171,66.083199,210.946242,0.313316,48.832087,153.945727,0.32139
118.22,0,0,0,85.445696,238.582545,0.363932,106.737196,366.066236,0.296429,82.642627,292.068483,0.290852,81.234247,303.368994,0.270425,85.99625,311.940005,0.277501,94.219056,337.183513,0.280132,112.135606,406.460153,0.277379,143.842672,478.550699,0.300578,104.786957,332.439866,0.316453,108.103482,343.099808,0.316101,65.863535,281.632818,0.237894,70.964143,268.80481,0.268342,64.601103,267.996196,0.242668,114.154721,390.908994,0.296007,119.229488,391.626639,0.306333,132.097507,479.170751,0.27941,129.00769,430.905487,0.301969,150.787333,549.53738,0.276061,56.698681,210.617824,0.319032,87.025009,330.557697,0.265004,62.116221,249.12287,0.259505,104.003805,361.174437,0.29216,181.376952,547.663824,0.335861,105.605663,308.621103,0.346421,60.626401,209.833033,0.296399,89.252637,240.631245,0.373208,90.107323,247.827763,0.366591,82.244064,213.031585,0.382589,80.146285,222.338165,0.367336,39.357849,108.375548,0.408028,79.017316,226.025763,0.354864,92.147735,296.001746,0.315344,132.233,420.460957,0.315328,79.236395,243.889104,0.330958,67.433747,211.983437,0.329805,91.052642,342.158416,0.269798,57.915416,244.513901,0.249476,65.082887,229.193105,0.293699,81.799347,325.387657,0.252731,63.626835,226.508827,0.284424,75.1158,268.633404,0.283845,92.28727,343.204578,0.270058,83.563084,303.711995,0.277872,77.883756,246.755438,0.319012,62.601233,229.400528,0.277234,79.937042,263.915664,0.3027,107.867937,339.012394,0.318779,94.573825,311.271315,0.306293,59.019648,167.678219,0.374805,68.496412,261.307331,0.262907,71.688781,220.421344,0.326496,93.994045,306.836918,0.340814,75.051555,250.826946,0.312219,65.492357,216.632312,0.304103,63.607777,181.389635,0.357441,62.956746,200.182408,0.320554,78.751681,170.873922,0.531753,64.576988,214.21403,0.301423,47.408692,156.778601,0.306424
123.22,0,0,0,82.847329,247.620475,0.341444,104.655329,372.001485,0.285101,81.367803,296.209563,0.283123,80.129014,306.104188,0.264334,84.511718,317.337808,0.268764,92.668928,341.562281,0.272021,110.588783,411.229389,0.270568,141.112867,486.328645,0.29026,102.559444,339.357352,0.303504,105.056099,350.63166,0.300884,65.045201,284.965482,0.232454,70.108146,272.690268,0.262096,63.860186,270.527614,0.237816,112.457902,396.772485,0.287541,116.794911,399.343112,0.294471,130.017456,485.097824,0.271797,127.048267,437.634477,0.293153,148.292888,557.330174,0.267829,56.11904,213.161009,0.314208,85.651874,336.547512,0.256097,61.096669,252.170678,0.25366,102.244554,367.599927,0.282135,178.235329,557.205133,0.324842,103.535388,315.131416,0.333011,59.628753,212.181783,0.288345,87.523691,247.105635,0.356992,88.479665,253.582817,0.3518,80.715188,218.121949,0.367807,78.542638,227.108084,0.352295,38.304596,111.365177,0.385834,77.386381,231.263761,0.340062,90.928301,299.615169,0.307609,130.032495,428.664752,0.304733,77.946907,248.187154,0.319568,65.929381,217.124546,0.315148,89.423548,347.775162,0.260388,57.302043,246.144078,0.244859,64.060466,232.452599,0.284898,80.64909,328.933417,0.246574,62.347439,231.096507,0.273162,73.854505,272.723705,0.274818,90.467298,348.933539,0.260351,82.03732,308.04165,0.268949,76.521041,251.656384,0.307635,61.683536,232.511612,0.269586,78.624201,268.649948,0.292647,105.900543,344.79296,0.307896,93.211534,315.948042,0.297515,57.823796,172.01371,0.35894,67.376379,264.435053,0.255775,70.555554,224.29974,0.315903,92.728019,310.417944,0.332507,74.113067,253.861701,0.306576,64.453497,219.952505,0.294609,62.395277,185.808341,0.342097,62.11566,203.060052,0.311357,76.648236,176.852998,0.492671,63.472535,217.147301,0.291867,46.47864,159.279724,0.295514
128.22,0,0,0,80.239122,252.159957,0.326083,101.772825,373.64044,0.276237,79.929221,296.968613,0.27763,79.093281,305.522581,0.261371,82.921707,319.209044,0.263286,90.949012,342.915778,0.266411,108.880786,411.943434,0.266035,137.938576,489.436572,0.281984,99.669912,342.737396,0.292954,102.226405,355.054561,0.288894,63.944116,284.624088,0.228517,68.968454,273.995808,0.25657,62.889037,269.550758,0.234938,110.409418,398.184637,0.281776,114.487963,402.36451,0.286908,127.752548,485.424974,0.267126,125.160578,438.918159,0.288105,145.597765,558.589856,0.262542,55.42391,212.764019,0.312747,84.220227,338.236649,0.25091,60.103489,252.014417,0.25258,100.36495,369.457492,0.276002,174.588055,560.18216,0.318386,101.315075,317.234604,0.324152,58.304852,211.424198,0.283105,85.451982,249.514364,0.345705,86.530276,255.463121,0.341815,78.77597,220.042731,0.357078,76.677653,228.656816,0.341641,37.251708,112.025137,0.380007,75.846168,233.008909,0.332193,89.093228,299.455479,0.302034,127.491246,431.248722,0.297103,76.647562,249.538583,0.313464,64.405642,218.48099,0.307436,87.687675,348.823552,0.254785,56.675537,244.509628,0.243854,62.932856,232.522576,0.279892,79.299084,329.133312,0.24228,60.827449,232.745764,0.26454,72.480328,272.954819,0.269442,88.520439,350.589978,0.253451,80.576781,308.547913,0.264021,75.057436,253.071719,0.30026,60.688971,232.605149,0.265196,76.956705,269.21293,0.286519,104.185735,345.580559,0.302946,91.610019,316.724615,0.291576,56.53818,173.661664,0.351247,66.277687,264.902723,0.251407,69.244431,225.107834,0.309504,91.241281,310.00464,0.330719,72.827276,253.573045,0.301873,63.266312,220.465342,0.289221,61.048328,187.601762,0.331692,60.923772,202.863216,0.305852,74.494688,180.062918,0.467984,62.399773,217.292711,0.28704,45.818333,159.607585,0.290905
133.22,0,0,0,78.161835,259.36896,0.308521,100.057722,379.14819,0.267762,78.769481,300.731779,0.270433,78.289614,307.736384,0.256847,81.793093,324.103716,0.256362,89.665241,347.000913,0.259621,107.421767,416.910031,0.259325,135.624423,496.769401,0.273208,97.755352,348.630513,0.282429,99.610041,361.281265,0.276742,63.383723,288.1151,0.223596,68.064049,277.224245,0.251188,62.34722,272.066832,0.230969,109.036151,404.369767,0.274134,112.744221,409.156486,0.278171,126.432556,491.271538,0.261501,123.418773,445.608412,0.28011,143.826941,566.649112,0.255617,54.931405,215.135953,0.304829,83.382224,343.617901,0.244605,59.285135,254.875984,0.248473,98.930417,374.965775,0.268061,172.133602,569.82341,0.308064,99.65272,323.256644,0.312937,57.570001,213.653406,0.277362,83.992967,255.348742,0.332771,85.019047,260.523243,0.329181,77.340691,224.587363,0.344087,75.450798,232.61373,0.330758,36.528698,114.462843,0.368761,74.535205,237.61913,0.320973,88.016893,303.114381,0.295028,125.534701,438.788431,0.287802,75.615009,253.467759,0.30467,63.306122,222.49705,0.296995,86.483261,353.867349,0.247739,56.196724,246.448984,0.239689,62.057787,235.673242,0.27236,78.103097,333.015778,0.235921,59.72025,236.435898,0.255565,71.173994,276.298226,0.261301,86.87405,355.898601,0.245,79.393678,312.922121,0.256732,73.913416,257.014725,0.291051,60.122074,235.550077,0.259368,75.560186,273.296114,0.277313,102.605381,351.472259,0.293464,90.455924,320.903859,0.284268,55.563423,177.293254,0.340031,65.026446,268.112879,0.243861,68.227399,228.377167,0.300632,90.155864,313.187133,0.320985,71.96743,256.427243,0.294294,62.306677,223.70851,0.280458,59.930923,191.436448,0.319097,60.182497,205.699917,0.297284,72.769848,186.232215,0.435845,61.396143,220.223126,0.279012,44.889486,162.2471,0.280291
138.22,0,0,0,76.560312,263.141881,0.298839,98.452866,380.621447,0.261856,78.072246,301.472489,0.267283,77.803685,308.196026,0.254759,80.937006,326.046683,0.252761,88.810724,348.040375,0.256474,106.440874,418.600811,0.255977,133.714379,500.374064,0.267475,96.144638,351.986746,0.275595,97.751762,364.968554,0.269006,62.748492,288.220895,0.221165,67.437304,278.842775,0.247391,61.77763,272.592797,0.228548,107.961744,406.300719,0.270809,111.124062,411.147048,0.273232,125.091723,492.406848,0.257849,121.920036,446.571408,0.276093,142.105831,565.973574,0.25297,54.617176,215.539575,0.302846,82.569606,345.02059,0.241272,58.745925,255.265398,0.247503,97.693645,376.800381,0.263658,169.87418,572.714541,0.302778,98.4482,325.587837,0.307242,57.164772,213.87113,0.274765,82.736847,257.954912,0.324617,83.785878,262.729379,0.321943,76.145399,226.906238,0.336263,74.420998,235.285333,0.322288,36.082724,116.110872,0.358683,73.386562,239.890192,0.312835,87.245242,303.686418,0.292164,124.013796,440.855802,0.283239,74.885302,255.03982,0.300268,62.447091,224.696699,0.29031,85.487406,355.608499,0.243563,55.996782,246.331763,0.238803,61.52522,236.603952,0.269048,77.59846,333.539518,0.234107,58.990795,238.530328,0.250092,70.44285,277.255964,0.257773,85.605199,358.078677,0.239869,78.41998,314.24929,0.252492,72.875218,259.204248,0.284622,59.450651,236.592793,0.255501,74.852025,274.766985,0.273536,101.255523,352.60958,0.288941,89.359268,321.867698,0.27985,54.833209,179.316893,0.330847,64.483763,269.436652,0.241054,67.478631,229.873406,0.295694,89.357646,313.664877,0.318418,71.385521,257.21389,0.291364,61.604768,224.815064,0.276043,59.261295,193.532266,0.312453,59.862594,206.222107,0.295109,71.22833,189.934503,0.414588,60.795178,221.41959,0.275069,44.600477,163.503022,0.276617
143.22,0,0,0,74.857669,267.243428,0.287968,96.931887,384.03231,0.255769,76.985838,303.229977,0.26165,77.284908,308.608939,0.252676,79.789043,328.669354,0.247739,87.806661,349.944699,0.25236,105.439156,420.632187,0.252359,131.884814,504.388859,0.261726,94.306673,355.550926,0.267414,95.778167,368.995898,0.260658,62.207915,289.355293,0.218346,66.681933,280.412178,0.242818,61.38761,273.652273,0.225991,106.740627,409.298778,0.265808,109.635098,414.650734,0.267193,124.009486,494.865501,0.254395,120.518664,449.820614,0.270934,140.475174,568.425209,0.249029,54.144999,216.4876,0.302412,81.606838,347.578037,0.236831,58.19896,256.496945,0.244904,96.588255,379.548751,0.258782,167.626726,577.928149,0.297092,96.705286,328.073782,0.299572,56.667673,214.728894,0.271275,81.399606,261.498429,0.315215,82.533136,265.514733,0.313723,74.880989,229.663037,0.327516,73.289792,237.638779,0.313593,35.433182,117.575117,0.350586,72.246727,242.614987,0.304777,86.135441,305.402061,0.286803,122.29736,444.494012,0.276946,73.87181,257.46648,0.293788,61.486246,226.832436,0.283982,84.428034,358.077382,0.23871,55.514394,246.741605,0.235542,60.903482,238.038405,0.264537,76.824574,334.98151,0.230879,57.999976,240.773802,0.243498,69.742292,278.932077,0.253529,84.600125,360.74976,0.235378,77.632271,316.118952,0.248549,72.116989,261.140391,0.279451,58.86897,237.894107,0.251309,73.84237,276.85825,0.268169,99.934685,355.260542,0.283454,88.606664,323.992459,0.275831,53.93168,181.607722,0.322461,63.538419,270.728177,0.236457,66.812772,231.771474,0.290635,88.513617,315.021936,0.311906,70.678506,258.36534,0.287595,60.989958,226.384827,0.27154,58.428242,196.056418,0.303699,59.181578,207.691592,0.289749,69.637403,193.895894,0.394687,59.914891,222.901409,0.269292,43.722545,164.869319,0.268791
148.22,0,0,0,73.676581,270.907891,0.279786,95.753264,386.681657,0.250819,76.521036,304.812638,0.259029,76.827339,309.783871,0.250097,79.307886,331.284488,0.244498,87.17265,352.087014,0.249192,104.672669,423.067013,0.249197,130.178803,508.434707,0.256492,93.005525,358.602098,0.261505,94.138945,372.234779,0.254013,62.055654,290.573545,0.216944,66.287145,282.775252,0.239425,61.245133,274.756959,0.22485,105.837267,412.820367,0.260082,108.801914,417.812178,0.263328,123.085164,497.003914,0.251128,119.778809,452.715162,0.267667,139.021154,569.303936,0.246162,53.87994,217.813797,0.295611,81.11016,350.345117,0.233331,57.812219,258.138802,0.241717,95.618932,382.450907,0.254037,165.537445,582.96674,0.290548,95.673463,331.0386,0.293898,56.175551,215.910872,0.267184,80.545368,264.53825,0.308408,81.569705,268.337608,0.306964,73.93909,232.888701,0.319326,72.46088,240.660266,0.306235,35.197356,119.460932,0.342426,71.667981,245.217203,0.299178,85.463174,307.45165,0.282573,121.1283,448.354997,0.27226,73.450482,259.510741,0.289951,60.909481,229.25189,0.279082,83.950606,360.318863,0.235931,55.310918,247.476471,0.233737,60.489219,239.636743,0.260986,76.183592,337.097002,0.22739,57.455393,243.332027,0.238561,69.076153,280.572879,0.249422,83.805906,363.559392,0.231382,76.839254,318.277164,0.24446,71.296997,263.335706,0.274328,58.452837,239.592702,0.247942,73.069066,279.220236,0.263428,98.991703,357.919526,0.278817,87.993522,325.871402,0.272171,53.462069,183.649921,0.316964,63.332629,272.532433,0.23446,66.227735,233.660197,0.286149,87.855477,316.587087,0.309143,70.458803,259.885902,0.284108,60.546106,228.146655,0.26759,57.820907,198.256446,0.296834,58.770309,209.040884,0.285513,68.500911,197.891993,0.377193,59.575456,224.527711,0.265902,43.504388,166.338489,0.2652
