Time (sec),R1 W1 Avg,R1 W2 Avg,R1 R1,R2 W1 Avg,R2 W2 Avg,R2 R1,R3 W1 Avg,R3 W2 Avg,R3 R1,R4 W1 Avg,R4 W2 Avg,R4 R1,R5 W1 Avg,R5 W2 Avg,R5 R1,R6 W1 Avg,R6 W2 Avg,R6 R1,R7 W1 Avg,R7 W2 Avg,R7 R1,R8 W1 Avg,R8 W2 Avg,R8 R1,R9 W1 Avg,R9 W2 Avg,R9 R1,R10 W1 Avg,R10 W2 Avg,R10 R1,R11 W1 Avg,R11 W2 Avg,R11 R1,R12 W1 Avg,R12 W2 Avg,R12 R1,R13 W1 Avg,R13 W2 Avg,R13 R1,R14 W1 Avg,R14 W2 Avg,R14 R1,R15 W1 Avg,R15 W2 Avg,R15 R1,R16 W1 Avg,R16 W2 Avg,R16 R1,R17 W1 Avg,R17 W2 Avg,R17 R1,R18 W1 Avg,R18 W2 Avg,R18 R1,R19 W1 Avg,R19 W2 Avg,R19 R1,R20 W1 Avg,R20 W2 Avg,R20 R1,R21 W1 Avg,R21 W2 Avg,R21 R1,R22 W1 Avg,R22 W2 Avg,R22 R1,R23 W1 Avg,R23 W2 Avg,R23 R1,R24 W1 Avg,R24 W2 Avg,R24 R1,R25 W1 Avg,R25 W2 Avg,R25 R1,R26 W1 Avg,R26 W2 Avg,R26 R1,R27 W1 Avg,R27 W2 Avg,R27 R1,R28 W1 Avg,R28 W2 Avg,R28 R1,R29 W1 Avg,R29 W2 Avg,R29 R1,R30 W1 Avg,R30 W2 Avg,R30 R1,R31 W1 Avg,R31 W2 Avg,R31 R1,R32 W1 Avg,R32 W2 Avg,R32 R1,R33 W1 Avg,R33 W2 Avg,R33 R1,R34 W1 Avg,R34 W2 Avg,R34 R1,R35 W1 Avg,R35 W2 Avg,R35 R1,R36 W1 Avg,R36 W2 Avg,R36 R1,R37 W1 Avg,R37 W2 Avg,R37 R1,R38 W1 Avg,R38 W2 Avg,R38 R1
433.93,0,0,0,25.356193,209.282817,0.125268,25.678885,194.173864,0.139537,23.469856,191.93754,0.128448,37.006908,257.138251,0.162474,33.769396,225.646969,0.157018,31.328392,216.145161,0.174294,56.386775,365.144168,0.160943,52.022135,338.231316,0.160315,28.832256,172.680869,0.18352,34.99309,213.898902,0.274737,44.357495,276.78453,0.166072,42.733792,251.865701,0.214847,40.035151,250.629099,0.169601,41.270878,301.842605,0.141878,33.8987,201.055318,0.180516,35.734891,229.138959,0.174857,26.921811,165.060609,0.219094,43.057851,248.461456,0.181022,36.783182,225.575732,0.172327,40.831017,252.506382,0.166063,53.612894,344.483111,0.157675,30.348795,183.305262,0.228311,35.4578,285.494341,0.134839,26.788084,186.527464,0.152163,23.06202,159.607084,0.163016,33.707944,247.044944,0.179299,30.847062,244.863761,0.12872,32.265063,229.468259,0.146199,19.279019,143.471982,0.15879,21.171072,170.227035,0.133818,28.202465,218.736892,0.135958,33.294084,256.908004,0.133402,26.089483,219.606456,0.123889,24.719599,204.205836,0.127375,24.415611,182.187258,0.144993,15.96591,161.103018,0.111952,27.925344,180.935628,0.165536
443.93,0,0,0,26.051178,208.45396,0.129334,26.442645,194.118336,0.144194,24.117118,192.002716,0.131003,37.812202,257.434087,0.167552,34.6149,225.429216,0.161078,31.982136,216.011122,0.180377,57.236338,365.921216,0.163548,52.954381,338.300608,0.163746,29.645891,171.837816,0.190063,35.983302,213.264273,0.294948,45.288826,277.285635,0.169314,44.741174,244.461754,0.231211,40.835098,250.718058,0.173203,42.217889,301.619717,0.145703,34.871059,200.946822,0.186592,36.684431,229.01625,0.181183,27.71849,164.894597,0.229904,43.981706,248.330889,0.186002,37.788741,225.566364,0.17764,41.768464,252.859142,0.169689,54.18608,345.26762,0.158845,31.104287,183.472622,0.235925,36.162178,285.459818,0.138493,27.732805,186.596955,0.157464,23.785884,159.509911,0.168168,34.33296,246.625786,0.188316,31.234877,245.974174,0.129883,33.010162,229.228163,0.149846,19.950913,143.388487,0.165335,21.760972,170.419741,0.136948,28.889902,219.144899,0.139109,33.99633,256.926988,0.136345,26.648678,219.620492,0.126372,25.312626,204.537943,0.130161,25.042008,182.590566,0.149086,16.488211,162.09334,0.114798,28.532495,180.751416,0.170182
453.93,0,0,0,25.572417,208.873458,0.126653,26.113416,194.325834,0.142783,23.812275,192.065669,0.13011,37.894882,257.193498,0.167436,34.226791,225.30208,0.159678,31.693888,215.622398,0.177705,57.037749,365.928968,0.16289,52.982268,338.439407,0.163529,29.427475,171.905961,0.188082,35.738982,213.351065,0.294855,45.053271,277.264701,0.168492,46.023625,236.034805,0.249736,40.69218,250.457614,0.17237,42.007026,301.389496,0.144633,34.774901,201.048417,0.185497,36.644704,228.587234,0.180148,27.708887,164.785471,0.227846,44.034261,247.141007,0.188219,37.664363,225.42593,0.176997,41.630319,252.546276,0.169191,53.920784,345.051929,0.15825,30.835639,183.840018,0.232669,35.776277,285.013072,0.137282,27.522739,186.592535,0.1563,23.649588,159.498185,0.1676,34.069545,246.105073,0.186392,30.663836,245.861486,0.127666,32.897718,229.041035,0.149471,19.642034,143.077826,0.162752,21.44354,170.166754,0.135758,28.685999,219.029509,0.138068,33.817031,256.997452,0.135458,26.315427,219.778698,0.124873,25.038229,204.54707,0.128923,24.864546,182.823734,0.147204,15.928301,161.986056,0.111924,28.273104,180.435604,0.168423
463.93,0,0,0,25.144423,208.839271,0.124909,25.839773,194.136548,0.141384,23.485113,192.144917,0.128725,37.529396,256.73645,0.166795,33.992556,224.747444,0.158808,31.605465,215.176203,0.175785,56.794658,364.945428,0.162322,52.718496,337.472456,0.162821,29.169264,171.554956,0.187124,35.650817,212.730877,0.284465,45.03805,277.036979,0.168408,47.211379,225.282737,0.26393,40.326435,249.312491,0.171717,41.776682,300.281564,0.14445,34.629058,200.084288,0.185722,36.488824,228.291204,0.1789,27.452995,164.583309,0.227046,43.882954,245.768244,0.188882,37.468999,224.713201,0.176643,41.315442,251.851667,0.168425,53.939736,343.890452,0.158793,30.585354,183.732328,0.226089,35.205606,283.451834,0.13545,27.334312,186.254576,0.155531,23.449433,159.314506,0.165841,33.675598,244.699749,0.182897,30.02715,244.82354,0.125738,32.585615,228.371525,0.148278,19.381377,142.605246,0.161039,21.080043,169.723285,0.134279,28.245635,218.623026,0.136471,33.444217,256.72762,0.134023,25.852061,219.185596,0.123427,24.691045,204.26051,0.127436,24.491358,182.596842,0.145652,15.605217,161.359462,0.110783,27.858306,179.869066,0.1667
473.93,0,0,0,26.080502,208.212181,0.12977,26.590183,193.541618,0.146033,24.009826,192.176961,0.131408,38.527825,256.909847,0.173466,34.656281,224.448008,0.162359,32.443101,215.115568,0.184199,57.755319,365.449176,0.165675,53.665207,338.103501,0.166253,29.863871,170.963697,0.193108,36.496479,212.432321,0.307232,45.953893,277.151175,0.172149,49.391484,218.038228,0.291538,41.093228,249.009425,0.175518,42.782369,300.785219,0.148105,35.581354,199.736103,0.191791,37.201406,228.283566,0.184798,28.259569,164.450669,0.236979,45.105502,244.937796,0.195952,38.396784,224.993188,0.181331,42.381333,252.327367,0.172463,54.954442,343.786032,0.161936,31.414167,184.167231,0.241137,35.724645,284.641516,0.137694,28.232079,186.180853,0.161174,24.217882,159.105783,0.172572,34.287086,244.21388,0.190943,30.64086,246.214465,0.127691,33.429392,228.276107,0.152528,19.918651,142.41855,0.166278,21.754432,169.534932,0.138368,29.011274,218.813167,0.140321,34.184371,256.548089,0.137318,26.490472,219.462456,0.126013,25.299056,204.561745,0.130495,25.241088,183.084098,0.149684,16.31046,162.270124,0.114112,28.755844,179.496024,0.172605
483.93,0,0,0,25.727734,208.20766,0.128013,26.245562,193.98478,0.143714,23.863921,192.653829,0.130631,38.338617,256.770388,0.171126,34.563355,224.303599,0.162111,32.226826,214.498856,0.182457,57.825533,365.314002,0.166046,53.564475,337.609668,0.165851,29.572752,170.737069,0.19184,36.544182,211.887695,0.305203,46.109978,277.527595,0.172383,50.372459,210.327009,0.308134,40.851205,248.386203,0.174578,42.694226,300.558289,0.147597,35.468441,199.719066,0.190903,37.360597,228.057795,0.18457,28.187108,164.351453,0.233787,44.96631,244.666794,0.196184,38.397739,224.747832,0.181687,42.213658,252.310817,0.17185,54.906319,342.793284,0.162135,31.064949,183.881196,0.235128,35.348394,283.383795,0.13674,27.975379,186.026253,0.159588,23.985176,159.024419,0.169929,34.015417,243.353173,0.193119,30.212363,245.420666,0.126756,33.203472,227.878,0.151737,19.768733,142.395085,0.165588,21.373267,169.371149,0.136191,28.67008,218.859746,0.138638,33.816202,256.726083,0.135697,26.060255,219.389207,0.124166,24.97725,204.530432,0.128949,24.952231,183.174822,0.148338,15.88449,161.923903,0.111957,28.500119,179.249298,0.171578
493.93,0,0,0,25.258495,207.752124,0.126333,25.938458,193.800558,0.142847,23.383696,191.731595,0.128982,38.149711,256.548934,0.170356,34.117657,223.5641,0.160651,32.036943,213.751502,0.182977,57.566012,365.364637,0.164939,53.439478,337.753912,0.165477,29.356226,170.136226,0.190495,36.282013,211.339771,0.302858,46.052601,277.265348,0.172262,51.789298,198.507239,0.330843,40.491767,247.443309,0.17377,42.612077,300.304472,0.147604,35.282755,199.631678,0.190178,37.208915,227.732013,0.184817,27.949448,163.995793,0.232349,44.874308,243.590618,0.196976,38.238495,224.410842,0.180776,41.922593,252.124171,0.170612,54.509917,342.236326,0.161163,30.851996,183.862741,0.233358,34.845543,283.201702,0.134496,27.751773,185.769733,0.158844,23.677354,158.701662,0.168711,33.644793,242.349482,0.187192,29.840814,246.172602,0.124441,32.949356,227.633193,0.150875,19.454111,142.092537,0.16389,20.979243,169.373372,0.134414,28.347105,218.765409,0.137197,33.475894,256.611079,0.134426,25.518829,219.146481,0.122183,24.552695,204.497071,0.127008,24.712405,183.355107,0.146686,15.369799,161.642914,0.109549,28.057278,178.385374,0.170471
503.93,0,0,0,26.01932,207.642505,0.12983,26.629139,192.932359,0.146805,24.243223,191.761369,0.133325,39.110455,255.8234,0.175417,34.814028,222.845413,0.164404,32.731439,212.933839,0.188688,58.511879,364.354643,0.168758,54.139509,336.662579,0.168709,29.921834,169.199198,0.195967,37.19088,210.099282,0.320521,46.952733,276.637975,0.176171,53.598228,189.951394,0.360953,41.085175,246.230699,0.177217,43.58385,299.53516,0.151646,36.235568,199.172094,0.196277,37.934415,227.443536,0.190181,28.819487,163.446646,0.243992,45.786087,242.394919,0.203377,38.949164,223.529227,0.185421,42.759407,251.424838,0.174651,55.236006,340.625396,0.164256,31.438602,183.024471,0.24334,35.419065,281.505966,0.13783,28.547079,185.202257,0.163988,24.371775,158.405464,0.174473,34.26359,240.665354,0.195,30.237411,245.419802,0.126604,33.752449,226.837204,0.155258,20.039009,141.540808,0.16902,21.510735,168.612845,0.138167,29.038842,218.353505,0.141044,34.296047,255.884349,0.138131,26.094863,218.556846,0.124964,25.163272,203.880104,0.130643,25.367692,183.05461,0.151877,15.8665,161.586874,0.112554,28.888397,177.944103,0.175966
513.93,0,0,0,25.642916,205.704097,0.12936,26.320741,191.107201,0.146904,23.663556,190.036044,0.131979,38.565409,253.379988,0.176303,34.349902,221.229313,0.163737,32.511694,210.745351,0.190542,58.199376,362.377568,0.168926,53.943349,334.171066,0.169339,29.295193,166.8635,0.195501,36.553683,207.296718,0.328378,46.521101,274.477672,0.175878,54.342165,181.254368,0.375965,40.723172,243.761096,0.177522,43.312886,297.9108,0.151544,35.974414,197.599289,0.196556,37.551509,226.08402,0.190426,28.564539,161.800924,0.245601,45.440434,240.136474,0.204075,38.703796,221.532552,0.186277,42.532067,249.743891,0.175081,54.654205,337.232921,0.163937,31.24092,181.371113,0.245119,34.909238,278.481927,0.138876,28.278971,183.515399,0.164014,24.044345,156.76096,0.174894,33.93557,238.309362,0.192783,29.868713,244.036536,0.12581,33.383062,224.98435,0.15509,19.773292,139.928078,0.170315,21.04693,167.224683,0.136881,28.633495,216.648408,0.140299,33.841356,254.11331,0.137404,25.621553,216.792355,0.123824,24.784079,202.624965,0.129741,25.113537,182.094011,0.150581,15.375473,160.328891,0.11055,28.243679,175.971337,0.174654
523.93,0,0,0,25.985681,206.235612,0.130839,26.815864,192.120494,0.148718,24.299215,191.15731,0.134362,38.867691,253.153921,0.177315,34.712018,221.513862,0.165171,32.775195,210.521333,0.193395,58.964689,363.44695,0.170601,54.528089,334.819157,0.171016,29.819842,166.952997,0.198452,37.018869,206.814812,0.340581,47.137584,274.840568,0.178333,55.755099,174.813298,0.400603,41.084398,243.811923,0.17888,44.135335,298.576063,0.154151,36.724712,198.302486,0.200099,38.454701,226.837261,0.193617,29.270417,162.778569,0.251499,46.035836,240.975437,0.206465,39.464259,222.253037,0.189328,42.811285,249.687759,0.176107,55.128741,337.211043,0.165399,31.77437,182.061877,0.250592,35.336199,279.483681,0.139238,28.964532,184.286764,0.167329,24.645779,157.60473,0.177105,34.474491,238.32289,0.200905,30.166585,245.051738,0.126386,34.0543,225.752352,0.15761,20.245455,140.819144,0.171761,21.583804,168.11092,0.139284,29.320717,217.914852,0.142572,34.438669,255.165533,0.139284,26.087153,217.55946,0.125626,25.227041,203.497821,0.131167,25.620884,183.087419,0.152552,15.848157,161.328495,0.112586,29.036709,176.7976,0.178243
533.93,0,0,0,25.768704,205.145588,0.13033,26.546681,190.510314,0.149024,23.931418,190.196761,0.13312,38.532256,251.07116,0.178455,34.414617,219.897945,0.16509,32.43518,208.408,0.193617,58.85353,361.445769,0.171415,54.391847,332.811202,0.171053,29.464828,165.136985,0.198897,36.791115,204.162643,0.327172,46.892522,273.21942,0.178584,56.562335,166.61588,0.426759,40.827891,241.562512,0.179226,43.9066,296.262771,0.154592,36.485626,197.093784,0.200501,38.176804,225.067749,0.195408,29.005796,161.033993,0.24926,45.93593,238.287461,0.2089,39.21853,220.333056,0.190015,42.511066,248.034195,0.176026,54.859839,334.254077,0.166057,31.427967,180.327875,0.248814,35.118968,276.19385,0.140262,28.618679,182.830579,0.166873,24.406568,156.304706,0.178593,34.060129,236.072974,0.194014,29.670515,243.502375,0.125644,33.815729,224.260898,0.15769,19.934366,139.422863,0.172006,21.213685,166.727404,0.138513,28.896661,216.568797,0.141762,34.100788,253.673556,0.138564,25.70452,216.318325,0.124604,24.888149,202.122091,0.130678,25.371511,182.062646,0.152476,15.45223,160.300959,0.111771,28.280579,174.876637,0.175482
543.93,0,0,0,26.466977,205.515484,0.13318,27.105475,191.095779,0.151034,24.498889,190.891572,0.135687,39.112047,251.296119,0.182605,34.846233,220.388032,0.166497,33.006652,208.370556,0.19854,59.762875,361.951666,0.173904,54.7983,332.237471,0.173093,29.917566,164.40706,0.203101,37.298999,203.918855,0.346148,47.540204,273.00578,0.181066,58.326671,159.669638,0.452216,41.180176,241.536357,0.180911,44.301795,295.960793,0.156412,37.290431,197.198775,0.205035,38.834448,225.298539,0.196536,29.473323,161.537417,0.255298,46.810038,238.321903,0.213234,39.928455,220.48163,0.193119,43.144644,248.175248,0.178783,55.355932,334.131186,0.16767,31.959338,180.517939,0.256071,35.515924,274.782286,0.142262,29.290903,183.289357,0.170038,25.056824,156.94012,0.180816,34.323108,236.022465,0.200878,30.238361,244.345003,0.127125,34.528219,224.717874,0.16069,20.589275,140.232473,0.175598,21.717014,167.24021,0.141206,29.551871,217.434813,0.144246,34.824676,254.454935,0.141111,26.20738,216.946734,0.126626,25.424716,203.100553,0.132599,25.982483,182.9869,0.154313,15.922539,161.058195,0.113743,29.138504,175.174785,0.180648
553.93,0,0,0,26.062209,204.926692,0.132184,26.877291,189.963547,0.150993,24.259517,190.0316,0.135113,38.670628,249.786199,0.180651,34.4232,219.58672,0.164984,32.55815,206.682909,0.195338,59.343802,360.462092,0.173291,54.113113,330.046022,0.171878,29.358667,162.776055,0.20129,36.96213,202.087235,0.343061,47.292374,271.715816,0.180857,59.047607,151.576243,0.478216,40.648823,239.45085,0.17979,43.848464,293.899783,0.155771,36.884467,196.065578,0.203772,38.515374,224.039295,0.196504,29.123152,160.258233,0.252895,46.455709,237.156744,0.212926,39.540407,218.833571,0.192643,42.701616,247.232024,0.177571,54.83143,331.586088,0.167238,31.434388,179.419209,0.255225,34.639147,271.965652,0.140162,29.025363,182.235233,0.169775,24.707696,156.195474,0.179549,33.622285,233.398219,0.198097,29.78375,242.986353,0.126477,34.236971,223.499312,0.160292,20.107568,139.031664,0.173947,21.240046,166.482806,0.13879,29.188242,216.737554,0.142892,34.399237,253.236143,0.140066,25.758884,215.788225,0.125215,25.017666,202.079712,0.13157,25.498564,182.501337,0.152184,15.293437,160.414797,0.110766,28.809123,173.84407,0.180502
563.93,0,0,0,25.409496,203.994793,0.129799,26.234082,189.083523,0.148213,23.466351,188.944601,0.132229,38.248364,248.098935,0.18001,33.887204,218.292965,0.16369,31.971962,204.579411,0.19489,58.920413,358.203389,0.17318,53.432329,327.074975,0.171398,28.791039,161.274762,0.199712,36.569739,200.211255,0.334973,46.981276,270.076279,0.181043,59.877059,144.966033,0.502161,40.085701,237.565534,0.178671,43.400366,291.933389,0.154975,36.573075,194.75234,0.203312,37.887634,222.645808,0.1933,28.854255,159.14282,0.2527,46.120747,235.401478,0.213121,39.026727,217.333416,0.191456,42.168944,245.550999,0.176441,54.096366,329.082302,0.16629,30.897424,177.874701,0.250301,33.653667,269.432488,0.137969,28.661198,181.178557,0.16856,24.099962,155.286064,0.176866,33.094799,231.344193,0.196365,29.272392,242.02787,0.12465,33.845145,222.422662,0.159182,19.577244,137.824225,0.172731,20.812875,165.538535,0.137766,28.729989,216.062541,0.141183,33.858122,252.152474,0.13854,25.229372,214.562339,0.12367,24.502303,201.0285,0.129671,25.056387,181.59377,0.150655,14.645333,158.99349,0.108365,27.892301,172.390516,0.176871
573.93,0,0,0,26.096328,202.441148,0.133831,27.143626,187.785626,0.154667,24.370316,187.493013,0.137828,38.853794,246.105944,0.182833,34.590502,216.669148,0.168237,32.5844,202.565732,0.201034,59.20195,355.113657,0.17585,53.972704,324.197344,0.174834,29.377093,159.523275,0.206618,37.017894,198.024206,0.353053,47.625611,267.860965,0.184952,61.418515,138.47017,0.538375,40.56534,235.286087,0.18271,44.028484,289.245477,0.159121,37.230204,193.297566,0.208891,38.682982,221.252515,0.199905,29.394705,157.813184,0.258534,47.03373,233.222308,0.219827,39.591156,215.016552,0.197033,42.731244,242.695292,0.181067,54.675402,326.279401,0.169477,31.462778,176.182889,0.25803,34.048693,266.108528,0.14204,29.234,179.320529,0.173974,24.59962,153.377587,0.183424,33.485244,228.498147,0.200739,29.27553,238.800507,0.127074,34.485382,220.396222,0.16409,20.052268,136.214463,0.178119,21.3982,164.079516,0.14235,29.458771,214.323118,0.14618,34.342576,250.407248,0.141572,25.645439,212.872405,0.126823,24.97218,199.587463,0.133138,25.618958,180.135969,0.156008,15.017815,156.887877,0.112338,28.554778,170.51864,0.18259
583.93,0,0,0,25.740888,200.973349,0.133323,26.787381,187.03021,0.152994,23.812768,186.685182,0.135702,38.436665,244.506657,0.182931,34.142677,215.189983,0.167425,32.106073,200.713611,0.199165,58.769946,352.420587,0.175846,53.45586,322.161526,0.174017,28.885191,157.774277,0.205811,36.678788,196.107676,0.341826,47.352362,266.020175,0.185212,62.169103,133.842183,0.556674,40.057772,233.452735,0.181336,43.738101,287.18766,0.159138,37.094608,191.973565,0.209719,38.495791,220.151488,0.198706,29.113963,156.669036,0.260721,46.646704,231.434937,0.219612,39.315921,213.247714,0.196991,42.289523,241.241061,0.180006,54.184477,323.797892,0.169188,31.040534,174.909292,0.257257,33.124671,264.321767,0.139338,28.823286,178.079416,0.17266,24.009809,152.335964,0.180364,32.997675,226.138116,0.203319,28.571157,237.132986,0.124587,33.900866,218.647064,0.162484,19.691516,135.171665,0.177619,20.900394,163.025928,0.140517,29.039043,213.813339,0.144113,33.948631,249.372375,0.14049,25.059554,211.746931,0.124706,24.485735,198.420018,0.131651,25.135936,179.3701,0.153438,14.491071,156.183778,0.110507,27.976908,169.040994,0.181261
